********,******(),*****()*,****()**,****()(),***()***,***()*(),***()()*,**()****,**()**(),**()*()*,**()()**,**()()(),*()*****,*()***(),*()**()*,*()*()**,*()*()(),*()()***,*()()*(),*()()()*,()******,()****(),()***()*,()**()**,()**()(),()*()***,()*()*(),()*()()*,()()****,()()**(),()()*()*,()()()**,()()()()
13254768,13254786,13254678,[13257468],[13257486],13245768,13245786,13245678,[13524768],[13524786],[13524678],[13527468],[13527486],12354768,12354786,12354678,[12357468],[12357486],12345768,12345786,12345678,31254768,31254786,31254678,[31257468],[31257486],31245768,31245786,31245678,[31524768],[31524786],[31524678],[31527468],[31527486]
35276814,35276841,[35276184],35278614,35278641,35267814,35267841,[35267184],[35726814],[35726841],[35726184],[35728614],[35728641],32576814,32576841,[32576184],32578614,32578641,32567814,32567841,[32567184],53276814,53276841,[53276184],53278614,53278641,53267814,53267841,[53267184],[53726814],[53726841],[53726184],[53728614],[53728641]
35281647,35281674,35281467,35286147,[35286174],35218647,35218674,35218467,35821647,35821674,35821467,[35826147],[35826174],32581647,32581674,32581467,32586147,[32586174],32518647,32518674,[32518467],53281647,53281674,53281467,53286147,[53286174],53218647,53218674,53218467,53821647,53821674,53821467,[53826147],[53826174]
35281746,35281764,35281476,35287146,35287164,35218746,35218764,35218476,35821746,35821764,35821476,[35827146],[35827164],32581746,32581764,32581476,32587146,32587164,32518746,32518764,[32518476],53281746,53281764,53281476,53287146,53287164,53218746,53218764,53218476,53821746,53821764,53821476,[53827146],[53827164]
35284617,35284671,35284167,35286417,35286471,35248617,35248671,[35248167],35824617,35824671,35824167,[35826417],[35826471],32584617,32584671,32584167,32586417,32586471,32548617,32548671,[32548167],53284617,53284671,53284167,53286417,53286471,53248617,53248671,[53248167],[53824617],[53824671],[53824167],[53826417],[53826471]
35284716,35284761,35284176,35287416,35287461,35248716,35248761,[35248176],35824716,35824761,35824176,[35827416],[35827461],32584716,32584761,32584176,32587416,32587461,32548716,32548761,[32548176],53284716,53284761,53284176,53287416,53287461,53248716,53248761,[53248176],[53824716],[53824761],[53824176],[53827416],[53827461]
35286714,35286741,[35286174],35287614,35287641,35268714,35268741,[35268174],[35826714],[35826741],[35826174],[35827614],[35827641],32586714,32586741,[32586174],32587614,32587641,32568714,32568741,[32568174],53286714,53286741,[53286174],53287614,53287641,53268714,53268741,[53268174],[53826714],[53826741],[53826174],[53827614],[53827641]
35461728,35461782,35461278,35467128,[35467182],35416728,35416782,35416278,35641728,35641782,35641278,35647128,[35647182],34561728,34561782,34561278,34567128,[34567182],34516728,34516782,34516278,53461728,53461782,53461278,53467128,[53467182],53416728,53416782,53416278,[53641728],[53641782],[53641278],[53647128],[53647182]
35461827,35461872,35461287,35468127,[35468172],35416827,35416872,35416287,35641827,35641872,35641287,35648127,[35648172],34561827,34561872,34561287,34568127,[34568172],34516827,34516872,34516287,53461827,53461872,53461287,53468127,[53468172],53416827,53416872,53416287,[53641827],[53641872],[53641287],[53648127],[53648172]
35462718,35462781,35462178,35467218,35467281,35426718,35426781,35426178,35642718,35642781,35642178,35647218,35647281,34562718,34562781,34562178,34567218,34567281,34526718,34526781,34526178,53462718,53462781,53462178,53467218,53467281,53426718,53426781,53426178,[53642718],[53642781],[53642178],[53647218],[53647281]
35462817,35462871,35462187,35468217,35468271,35426817,35426871,35426187,35642817,35642871,35642187,35648217,35648271,34562817,34562871,34562187,34568217,34568271,34526817,34526871,34526187,53462817,53462871,53462187,53468217,53468271,53426817,53426871,53426187,[53642817],[53642871],[53642187],[53648217],[53648271]
35471628,35471682,35471268,35476128,[35476182],35417628,35417682,[35417268],35741628,35741682,35741268,35746128,[35746182],34571628,34571682,34571268,34576128,[34576182],34517628,34517682,[34517268],53471628,53471682,53471268,53476128,[53476182],53417628,53417682,[53417268],[53741628],[53741682],[53741268],[53746128],[53746182]
35471826,35471862,35471286,35478126,35478162,35417826,35417862,[35417286],35741826,35741862,35741286,35748126,[35748162],34571826,34571862,34571286,34578126,34578162,34517826,34517862,[34517286],53471826,53471862,53471286,53478126,53478162,53417826,53417862,[53417286],[53741826],[53741862],[53741286],[53748126],[53748162]
35472618,35472681,35472168,35476218,35476281,35427618,35427681,[35427168],35742618,35742681,35742168,35746218,35746281,34572618,34572681,34572168,34576218,34576281,34527618,34527681,[34527168],53472618,53472681,53472168,53476218,53476281,53427618,53427681,[53427168],[53742618],[53742681],[53742168],[53746218],[53746281]
35472816,35472861,35472186,35478216,35478261,35427816,35427861,[35427186],35742816,35742861,35742186,35748216,35748261,34572816,34572861,34572186,34578216,34578261,34527816,34527861,[34527186],53472816,53472861,53472186,53478216,53478261,53427816,53427861,[53427186],[53742816],[53742861],[53742186],[53748216],[53748261]
35476812,35476821,[35476182],35478612,35478621,35467812,35467821,[35467182],[35746812],[35746821],[35746182],[35748612],[35748621],34576812,34576821,[34576182],34578612,34578621,34567812,34567821,[34567182],53476812,53476821,[53476182],53478612,53478621,53467812,53467821,[53467182],[53746812],[53746821],[53746182],[53748612],[53748621]
35481627,35481672,35481267,35486127,[35486172],35418627,35418672,[35418267],35841627,35841672,35841267,35846127,[35846172],34581627,34581672,34581267,34586127,[34586172],34518627,34518672,[34518267],53481627,53481672,53481267,53486127,[53486172],53418627,53418672,[53418267],[53841627],[53841672],[53841267],[53846127],[53846172]
35481726,35481762,35481276,35487126,35487162,35418726,35418762,[35418276],35841726,35841762,35841276,35847126,[35847162],34581726,34581762,34581276,34587126,34587162,34518726,34518762,[34518276],53481726,53481762,53481276,53487126,53487162,53418726,53418762,[53418276],[53841726],[53841762],[53841276],[53847126],[53847162]
35482617,35482671,35482167,35486217,35486271,35428617,35428671,[35428167],35842617,35842671,35842167,35846217,35846271,34582617,34582671,34582167,34586217,34586271,34528617,34528671,[34528167],53482617,53482671,53482167,53486217,53486271,53428617,53428671,[53428167],[53842617],[53842671],[53842167],[53846217],[53846271]
35482716,35482761,35482176,35487216,35487261,35428716,35428761,[35428176],35842716,35842761,35842176,35847216,35847261,34582716,34582761,34582176,34587216,34587261,34528716,34528761,[34528176],53482716,53482761,53482176,53487216,53487261,53428716,53428761,[53428176],[53842716],[53842761],[53842176],[53847216],[53847261]
35486712,35486721,[35486172],35487612,35487621,35468712,35468721,[35468172],[35846712],[35846721],[35846172],[35847612],[35847621],34586712,34586721,[34586172],34587612,34587621,34568712,34568721,[34568172],53486712,53486721,[53486172],53487612,53487621,53468712,53468721,[53468172],[53846712],[53846721],[53846172],[53847612],[53847621]
36142758,36142785,36142578,[36147258],[36147285],36124758,36124785,36124578,36412758,36412785,36412578,[36417258],[36417285],31642758,31642785,31642578,[31647258],[31647285],[31624758],[31624785],[31624578],63142758,63142785,63142578,[63147258],[63147285],63124758,63124785,63124578,63412758,63412785,63412578,[63417258],[63417285]
36142857,36142875,36142587,[36148257],[36148275],36124857,36124875,36124587,36412857,36412875,36412587,[36418257],[36418275],31642857,31642875,31642587,[31648257],[31648275],[31624857],[31624875],[31624587],63142857,63142875,63142587,[63148257],[63148275],63124857,63124875,63124587,63412857,63412875,63412587,[63418257],[63418275]
36152748,36152784,36152478,36157248,[36157284],36125748,36125784,36125478,36512748,36512784,36512478,[36517248],[36517284],31652748,31652784,31652478,31657248,[31657284],[31625748],[31625784],[31625478],63152748,63152784,63152478,63157248,[63157284],63125748,63125784,63125478,63512748,63512784,63512478,[63517248],[63517284]
36152847,36152874,36152487,36158247,[36158274],36125847,36125874,36125487,36512847,36512874,36512487,[36518247],[36518274],31652847,31652874,31652487,31658247,[31658274],[31625847],[31625874],[31625487],63152847,63152874,63152487,63158247,[63158274],63125847,63125874,63125487,63512847,63512874,63512487,[63518247],[63518274]
36154728,36154782,36154278,36157428,36157482,36145728,36145782,36145278,36514728,36514782,36514278,[36517428],[36517482],31654728,31654782,31654278,31657428,31657482,31645728,31645782,31645278,63154728,63154782,63154278,63157428,63157482,63145728,63145782,63145278,63514728,63514782,63514278,[63517428],[63517482]
36154827,36154872,36154287,36158427,36158472,36145827,36145872,36145287,36514827,36514872,36514287,[36518427],[36518472],31654827,31654872,31654287,31658427,31658472,31645827,31645872,31645287,63154827,63154872,63154287,63158427,63158472,63145827,63145872,63145287,63514827,63514872,63514287,[63518427],[63518472]
36172548,36172584,36172458,36175248,[36175284],36127548,36127584,36127458,36712548,36712584,36712458,36715248,[36715284],31672548,31672584,31672458,31675248,[31675284],[31627548],[31627584],[31627458],63172548,63172584,63172458,63175248,[63175284],63127548,63127584,63127458,63712548,63712584,63712458,[63715248],[63715284]
36172845,36172854,36172485,36178245,36178254,36127845,36127854,36127485,36712845,36712854,36712485,[36718245],[36718254],31672845,31672854,31672485,31678245,31678254,31627845,31627854,[31627485],63172845,63172854,63172485,63178245,63178254,63127845,63127854,63127485,63712845,63712854,63712485,[63718245],[63718254]
36174528,36174582,36174258,36175428,36175482,36147528,36147582,[36147258],36714528,36714582,36714258,36715428,36715482,31674528,31674582,31674258,31675428,31675482,31647528,31647582,[31647258],63174528,63174582,63174258,63175428,63175482,63147528,63147582,[63147258],[63714528],[63714582],[63714258],[63715428],[63715482]
36174825,36174852,36174285,36178425,36178452,36147825,36147852,[36147285],36714825,36714852,36714285,[36718425],[36718452],31674825,31674852,31674285,31678425,31678452,31647825,31647852,[31647285],63174825,63174852,63174285,63178425,63178452,63147825,63147852,[63147285],[63714825],[63714852],[63714285],[63718425],[63718452]
36175824,36175842,[36175284],36178524,36178542,36157824,36157842,[36157284],36715824,36715842,[36715284],[36718524],[36718542],31675824,31675842,[31675284],31678524,31678542,31657824,31657842,[31657284],63175824,63175842,[63175284],63178524,63178542,63157824,63157842,[63157284],[63715824],[63715842],[63715284],[63718524],[63718542]
36182547,36182574,36182457,36185247,[36185274],36128547,36128574,36128457,36812547,36812574,36812457,36815247,[36815274],31682547,31682574,31682457,31685247,[31685274],[31628547],[31628574],[31628457],63182547,63182574,63182457,63185247,[63185274],63128547,63128574,63128457,63812547,63812574,63812457,[63815247],[63815274]
36182745,36182754,36182475,36187245,36187254,36128745,36128754,36128475,36812745,36812754,36812475,[36817245],[36817254],31682745,31682754,31682475,31687245,31687254,31628745,31628754,[31628475],63182745,63182754,63182475,63187245,63187254,63128745,63128754,63128475,63812745,63812754,63812475,[63817245],[63817254]
36184527,36184572,36184257,36185427,36185472,36148527,36148572,[36148257],36814527,36814572,36814257,36815427,36815472,31684527,31684572,31684257,31685427,31685472,31648527,31648572,[31648257],63184527,63184572,63184257,63185427,63185472,63148527,63148572,[63148257],[63814527],[63814572],[63814257],[63815427],[63815472]
36184725,36184752,36184275,36187425,36187452,36148725,36148752,[36148275],36814725,36814752,36814275,[36817425],[36817452],31684725,31684752,31684275,31687425,31687452,31648725,31648752,[31648275],63184725,63184752,63184275,63187425,63187452,63148725,63148752,[63148275],[63814725],[63814752],[63814275],[63817425],[63817452]
36185724,36185742,[36185274],36187524,36187542,36158724,36158742,[36158274],36815724,36815742,[36815274],[36817524],[36817542],31685724,31685742,[31685274],31687524,31687542,31658724,31658742,[31658274],63185724,63185742,[63185274],63187524,63187542,63158724,63158742,[63158274],[63815724],[63815742],[63815274],[63817524],[63817542]
36241758,36241785,36241578,[36247158],[36247185],36214758,36214785,36214578,36421758,36421785,36421578,[36427158],[36427185],32641758,32641785,32641578,[32647158],[32647185],[32614758],[32614785],[32614578],63241758,63241785,63241578,[63247158],[63247185],63214758,63214785,63214578,63421758,63421785,63421578,[63427158],[63427185]
36241857,36241875,36241587,[36248157],[36248175],36214857,36214875,36214587,36421857,36421875,36421587,[36428157],[36428175],32641857,32641875,32641587,[32648157],[32648175],[32614857],[32614875],[32614587],63241857,63241875,63241587,[63248157],[63248175],63214857,63214875,63214587,63421857,63421875,63421587,[63428157],[63428175]
36251748,36251784,36251478,36257148,[36257184],36215748,36215784,36215478,36521748,36521784,36521478,[36527148],[36527184],32651748,32651784,32651478,32657148,[32657184],[32615748],[32615784],[32615478],63251748,63251784,63251478,63257148,[63257184],63215748,63215784,63215478,63521748,63521784,63521478,[63527148],[63527184]
36251847,36251874,36251487,36258147,[36258174],36215847,36215874,36215487,36521847,36521874,36521487,[36528147],[36528174],32651847,32651874,32651487,32658147,[32658174],[32615847],[32615874],[32615487],63251847,63251874,63251487,63258147,[63258174],63215847,63215874,63215487,63521847,63521874,63521487,[63528147],[63528174]
36254718,36254781,36254178,36257418,36257481,36245718,36245781,36245178,36524718,36524781,36524178,[36527418],[36527481],32654718,32654781,32654178,32657418,32657481,32645718,32645781,32645178,63254718,63254781,63254178,63257418,63257481,63245718,63245781,63245178,63524718,63524781,63524178,[63527418],[63527481]
36254817,36254871,36254187,36258417,36258471,36245817,36245871,36245187,36524817,36524871,36524187,[36528417],[36528471],32654817,32654871,32654187,32658417,32658471,32645817,32645871,32645187,63254817,63254871,63254187,63258417,63258471,63245817,63245871,63245187,63524817,63524871,63524187,[63528417],[63528471]
36271548,36271584,36271458,36275148,[36275184],36217548,36217584,36217458,36721548,36721584,36721458,36725148,[36725184],32671548,32671584,32671458,32675148,[32675184],[32617548],[32617584],[32617458],63271548,63271584,63271458,63275148,[63275184],63217548,63217584,63217458,63721548,63721584,63721458,[63725148],[63725184]
36271845,36271854,36271485,36278145,36278154,36217845,36217854,36217485,36721845,36721854,36721485,[36728145],[36728154],32671845,32671854,32671485,32678145,32678154,32617845,32617854,[32617485],63271845,63271854,63271485,63278145,63278154,63217845,63217854,63217485,63721845,63721854,63721485,[63728145],[63728154]
36274518,36274581,36274158,36275418,36275481,36247518,36247581,[36247158],36724518,36724581,36724158,36725418,36725481,32674518,32674581,32674158,32675418,32675481,32647518,32647581,[32647158],63274518,63274581,63274158,63275418,63275481,63247518,63247581,[63247158],[63724518],[63724581],[63724158],[63725418],[63725481]
36274815,36274851,36274185,36278415,36278451,36247815,36247851,[36247185],36724815,36724851,36724185,[36728415],[36728451],32674815,32674851,32674185,32678415,32678451,32647815,32647851,[32647185],63274815,63274851,63274185,63278415,63278451,63247815,63247851,[63247185],[63724815],[63724851],[63724185],[63728415],[63728451]
36275814,36275841,[36275184],36278514,36278541,36257814,36257841,[36257184],36725814,36725841,[36725184],[36728514],[36728541],32675814,32675841,[32675184],32678514,32678541,32657814,32657841,[32657184],63275814,63275841,[63275184],63278514,63278541,63257814,63257841,[63257184],[63725814],[63725841],[63725184],[63728514],[63728541]
36281547,36281574,36281457,36285147,[36285174],36218547,36218574,36218457,36821547,36821574,36821457,36825147,[36825174],32681547,32681574,32681457,32685147,[32685174],[32618547],[32618574],[32618457],63281547,63281574,63281457,63285147,[63285174],63218547,63218574,63218457,63821547,63821574,63821457,[63825147],[63825174]
36281745,36281754,36281475,36287145,36287154,36218745,36218754,36218475,36821745,36821754,36821475,[36827145],[36827154],32681745,32681754,32681475,32687145,32687154,32618745,32618754,[32618475],63281745,63281754,63281475,63287145,63287154,63218745,63218754,63218475,63821745,63821754,63821475,[63827145],[63827154]
36284517,36284571,36284157,36285417,36285471,36248517,36248571,[36248157],36824517,36824571,36824157,36825417,36825471,32684517,32684571,32684157,32685417,32685471,32648517,32648571,[32648157],63284517,63284571,63284157,63285417,63285471,63248517,63248571,[63248157],[63824517],[63824571],[63824157],[63825417],[63825471]
36284715,36284751,36284175,36287415,36287451,36248715,36248751,[36248175],36824715,36824751,36824175,[36827415],[36827451],32684715,32684751,32684175,32687415,32687451,32648715,32648751,[32648175],63284715,63284751,63284175,63287415,63287451,63248715,63248751,[63248175],[63824715],[63824751],[63824175],[63827415],[63827451]
36285714,36285741,[36285174],36287514,36287541,36258714,36258741,[36258174],36825714,36825741,[36825174],[36827514],[36827541],32685714,32685741,[32685174],32687514,32687541,32658714,32658741,[32658174],63285714,63285741,[63285174],63287514,63287541,63258714,63258741,[63258174],[63825714],[63825741],[63825174],[63827514],[63827541]
36451728,36451782,36451278,36457128,[36457182],36415728,36415782,36415278,36541728,36541782,36541278,36547128,[36547182],34651728,34651782,34651278,34657128,[34657182],[34615728],[34615782],[34615278],63451728,63451782,63451278,63457128,[63457182],63415728,63415782,63415278,63541728,63541782,63541278,63547128,[63547182]
36451827,36451872,36451287,36458127,[36458172],36415827,36415872,36415287,36541827,36541872,36541287,36548127,[36548172],34651827,34651872,34651287,34658127,[34658172],[34615827],[34615872],[34615287],63451827,63451872,63451287,63458127,[63458172],63415827,63415872,63415287,63541827,63541872,63541287,63548127,[63548172]
36452718,36452781,36452178,36457218,36457281,36425718,36425781,36425178,36542718,36542781,36542178,36547218,36547281,34652718,34652781,34652178,34657218,34657281,[34625718],[34625781],[34625178],63452718,63452781,63452178,63457218,63457281,63425718,63425781,63425178,63542718,63542781,63542178,63547218,63547281
36452817,36452871,36452187,36458217,36458271,36425817,36425871,36425187,36542817,36542871,36542187,36548217,36548271,34652817,34652871,34652187,34658217,34658271,[34625817],[34625871],[34625187],63452817,63452871,63452187,63458217,63458271,63425817,63425871,63425187,63542817,63542871,63542187,63548217,63548271
36471528,36471582,36471258,36475128,[36475182],36417528,36417582,[36417258],36741528,36741582,36741258,36745128,[36745182],34671528,34671582,34671258,34675128,[34675182],[34617528],[34617582],[34617258],63471528,63471582,63471258,63475128,[63475182],63417528,63417582,[63417258],[63741528],[63741582],[63741258],[63745128],[63745182]
36471825,36471852,36471285,36478125,36478152,36417825,36417852,[36417285],36741825,36741852,36741285,36748125,[36748152],34671825,34671852,34671285,34678125,34678152,34617825,34617852,[34617285],63471825,63471852,63471285,63478125,63478152,63417825,63417852,[63417285],[63741825],[63741852],[63741285],[63748125],[63748152]
36472518,36472581,36472158,36475218,36475281,36427518,36427581,[36427158],36742518,36742581,36742158,36745218,36745281,34672518,34672581,34672158,34675218,34675281,[34627518],[34627581],[34627158],63472518,63472581,63472158,63475218,63475281,63427518,63427581,[63427158],[63742518],[63742581],[63742158],[63745218],[63745281]
36472815,36472851,36472185,36478215,36478251,36427815,36427851,[36427185],36742815,36742851,36742185,36748215,36748251,34672815,34672851,34672185,34678215,34678251,34627815,34627851,[34627185],63472815,63472851,63472185,63478215,63478251,63427815,63427851,[63427185],[63742815],[63742851],[63742185],[63748215],[63748251]
36475812,36475821,[36475182],36478512,36478521,36457812,36457821,[36457182],36745812,36745821,[36745182],[36748512],[36748521],34675812,34675821,[34675182],34678512,34678521,34657812,34657821,[34657182],63475812,63475821,[63475182],63478512,63478521,63457812,63457821,[63457182],[63745812],[63745821],[63745182],[63748512],[63748521]
36481527,36481572,36481257,36485127,[36485172],36418527,36418572,[36418257],36841527,36841572,36841257,36845127,[36845172],34681527,34681572,34681257,34685127,[34685172],[34618527],[34618572],[34618257],63481527,63481572,63481257,63485127,[63485172],63418527,63418572,[63418257],[63841527],[63841572],[63841257],[63845127],[63845172]
36481725,36481752,36481275,36487125,36487152,36418725,36418752,[36418275],36841725,36841752,36841275,36847125,[36847152],34681725,34681752,34681275,34687125,34687152,34618725,34618752,[34618275],63481725,63481752,63481275,63487125,63487152,63418725,63418752,[63418275],[63841725],[63841752],[63841275],[63847125],[63847152]
36482517,36482571,36482157,36485217,36485271,36428517,36428571,[36428157],36842517,36842571,36842157,36845217,36845271,34682517,34682571,34682157,34685217,34685271,[34628517],[34628571],[34628157],63482517,63482571,63482157,63485217,63485271,63428517,63428571,[63428157],[63842517],[63842571],[63842157],[63845217],[63845271]
36482715,36482751,36482175,36487215,36487251,36428715,36428751,[36428175],36842715,36842751,36842175,36847215,36847251,34682715,34682751,34682175,34687215,34687251,34628715,34628751,[34628175],63482715,63482751,63482175,63487215,63487251,63428715,63428751,[63428175],[63842715],[63842751],[63842175],[63847215],[63847251]
36485712,36485721,[36485172],36487512,36487521,36458712,36458721,[36458172],36845712,36845721,[36845172],[36847512],[36847521],34685712,34685721,[34685172],34687512,34687521,34658712,34658721,[34658172],63485712,63485721,[63485172],63487512,63487521,63458712,63458721,[63458172],[63845712],[63845721],[63845172],[63847512],[63847521]
36571428,36571482,36571248,36574128,[36574182],[36517428],[36517482],[36517248],36751428,36751482,36751248,36754128,[36754182],35671428,35671482,35671248,35674128,[35674182],[35617428],[35617482],[35617248],63571428,63571482,63571248,63574128,[63574182],[63517428],[63517482],[63517248],[63751428],[63751482],[63751248],[63754128],[63754182]
36571824,36571842,36571284,36578124,36578142,36517824,36517842,[36517284],36751824,36751842,36751284,36758124,36758142,35671824,35671842,35671284,35678124,35678142,35617824,35617842,[35617284],63571824,63571842,63571284,63578124,63578142,63517824,63517842,[63517284],[63751824],[63751842],[63751284],[63758124],[63758142]
36572418,36572481,36572148,36574218,36574281,[36527418],[36527481],[36527148],36752418,36752481,36752148,36754218,36754281,35672418,35672481,35672148,35674218,35674281,[35627418],[35627481],[35627148],63572418,63572481,63572148,63574218,63574281,[63527418],[63527481],[63527148],[63752418],[63752481],[63752148],[63754218],[63754281]
36572814,36572841,36572184,36578214,36578241,36527814,36527841,[36527184],36752814,36752841,36752184,36758214,36758241,35672814,35672841,35672184,35678214,35678241,35627814,35627841,[35627184],63572814,63572841,63572184,63578214,63578241,63527814,63527841,[63527184],[63752814],[63752841],[63752184],[63758214],[63758241]
36574812,36574821,[36574182],36578412,36578421,36547812,36547821,[36547182],36754812,36754821,[36754182],36758412,36758421,35674812,35674821,[35674182],35678412,35678421,35647812,35647821,[35647182],63574812,63574821,[63574182],63578412,63578421,63547812,63547821,[63547182],[63754812],[63754821],[63754182],[63758412],[63758421]
36581427,36581472,36581247,36584127,[36584172],[36518427],[36518472],[36518247],36851427,36851472,36851247,36854127,[36854172],35681427,35681472,35681247,35684127,[35684172],[35618427],[35618472],[35618247],63581427,63581472,63581247,63584127,[63584172],[63518427],[63518472],[63518247],[63851427],[63851472],[63851247],[63854127],[63854172]
36581724,36581742,36581274,36587124,36587142,36518724,36518742,[36518274],36851724,36851742,36851274,36857124,36857142,35681724,35681742,35681274,35687124,35687142,35618724,35618742,[35618274],63581724,63581742,63581274,63587124,63587142,63518724,63518742,[63518274],[63851724],[63851742],[63851274],[63857124],[63857142]
36582417,36582471,36582147,36584217,36584271,[36528417],[36528471],[36528147],36852417,36852471,36852147,36854217,36854271,35682417,35682471,35682147,35684217,35684271,[35628417],[35628471],[35628147],63582417,63582471,63582147,63584217,63584271,[63528417],[63528471],[63528147],[63852417],[63852471],[63852147],[63854217],[63854271]
36582714,36582741,36582174,36587214,36587241,36528714,36528741,[36528174],36852714,36852741,36852174,36857214,36857241,35682714,35682741,35682174,35687214,35687241,35628714,35628741,[35628174],63582714,63582741,63582174,63587214,63587241,63528714,63528741,[63528174],[63852714],[63852741],[63852174],[63857214],[63857241]
36584712,36584721,[36584172],36587412,36587421,36548712,36548721,[36548172],36854712,36854721,[36854172],36857412,36857421,35684712,35684721,[35684172],35687412,35687421,35648712,35648721,[35648172],63584712,63584721,[63584172],63587412,63587421,63548712,63548721,[63548172],[63854712],[63854721],[63854172],[63857412],[63857421]
37142658,37142685,37142568,[37146258],[37146285],37124658,37124685,37124568,37412658,37412685,37412568,[37416258],[37416285],31742658,31742685,31742568,[31746258],[31746285],[31724658],[31724685],[31724568],73142658,73142685,73142568,[73146258],[73146285],73124658,73124685,73124568,73412658,73412685,73412568,[73416258],[73416285]
37142856,37142865,37142586,[37148256],[37148265],37124856,37124865,37124586,37412856,37412865,37412586,[37418256],[37418265],31742856,31742865,31742586,[31748256],[31748265],[31724856],[31724865],[31724586],73142856,73142865,73142586,[73148256],[73148265],73124856,73124865,73124586,73412856,73412865,73412586,[73418256],[73418265]
37152648,37152684,37152468,37156248,[37156284],37125648,37125684,37125468,37512648,37512684,37512468,[37516248],[37516284],31752648,31752684,31752468,31756248,[31756284],[31725648],[31725684],[31725468],73152648,73152684,73152468,73156248,[73156284],73125648,73125684,73125468,73512648,73512684,73512468,[73516248],[73516284]
37152846,37152864,37152486,37158246,[37158264],37125846,37125864,37125486,37512846,37512864,37512486,[37518246],[37518264],31752846,31752864,31752486,31758246,[31758264],[31725846],[31725864],[31725486],73152846,73152864,73152486,73158246,[73158264],73125846,73125864,73125486,73512846,73512864,73512486,[73518246],[73518264]
37154628,37154682,37154268,37156428,37156482,37145628,37145682,37145268,37514628,37514682,37514268,[37516428],[37516482],31754628,31754682,31754268,31756428,31756482,31745628,31745682,31745268,73154628,73154682,73154268,73156428,73156482,73145628,73145682,73145268,73514628,73514682,73514268,[73516428],[73516482]
37154826,37154862,37154286,37158426,37158462,37145826,37145862,37145286,37514826,37514862,37514286,[37518426],[37518462],31754826,31754862,31754286,31758426,31758462,31745826,31745862,31745286,73154826,73154862,73154286,73158426,73158462,73145826,73145862,73145286,73514826,73514862,73514286,[73518426],[73518462]
37162548,37162584,37162458,37165248,[37165284],37126548,37126584,37126458,37612548,37612584,37612458,37615248,[37615284],31762548,31762584,31762458,31765248,[31765284],[31726548],[31726584],[31726458],73162548,73162584,73162458,73165248,[73165284],73126548,73126584,73126458,73612548,73612584,73612458,73615248,[73615284]
37162845,37162854,37162485,37168245,37168254,37126845,37126854,37126485,37612845,37612854,37612485,[37618245],[37618254],31762845,31762854,31762485,31768245,31768254,[31726845],[31726854],[31726485],73162845,73162854,73162485,73168245,73168254,73126845,73126854,73126485,73612845,73612854,73612485,[73618245],[73618254]
37164528,37164582,37164258,37165428,37165482,37146528,37146582,[37146258],37614528,37614582,37614258,37615428,37615482,31764528,31764582,31764258,31765428,31765482,31746528,31746582,[31746258],73164528,73164582,73164258,73165428,73165482,73146528,73146582,[73146258],73614528,73614582,73614258,73615428,73615482
37164825,37164852,37164285,37168425,37168452,37146825,37146852,[37146285],37614825,37614852,37614285,[37618425],[37618452],31764825,31764852,31764285,31768425,31768452,31746825,31746852,[31746285],73164825,73164852,73164285,73168425,73168452,73146825,73146852,[73146285],73614825,73614852,73614285,[73618425],[73618452]
37165824,37165842,[37165284],37168524,37168542,37156824,37156842,[37156284],37615824,37615842,[37615284],[37618524],[37618542],31765824,31765842,[31765284],31768524,31768542,31756824,31756842,[31756284],73165824,73165842,[73165284],73168524,73168542,73156824,73156842,[73156284],73615824,73615842,[73615284],[73618524],[73618542]
37182546,37182564,37182456,37185246,[37185264],37128546,37128564,37128456,37812546,37812564,37812456,37815246,[37815264],31782546,31782564,31782456,31785246,[31785264],[31728546],[31728564],[31728456],73182546,73182564,73182456,73185246,[73185264],73128546,73128564,73128456,73812546,73812564,73812456,[73815246],[73815264]
37182645,37182654,37182465,37186245,37186254,37128645,37128654,37128465,37812645,37812654,37812465,37816245,37816254,31782645,31782654,31782465,31786245,31786254,[31728645],[31728654],[31728465],73182645,73182654,73182465,73186245,73186254,73128645,73128654,73128465,73812645,73812654,73812465,[73816245],[73816254]
37184526,37184562,37184256,37185426,37185462,37148526,37148562,[37148256],37814526,37814562,37814256,37815426,37815462,31784526,31784562,31784256,31785426,31785462,31748526,31748562,[31748256],73184526,73184562,73184256,73185426,73185462,73148526,73148562,[73148256],[73814526],[73814562],[73814256],[73815426],[73815462]
37184625,37184652,37184265,37186425,37186452,37148625,37148652,[37148265],37814625,37814652,37814265,37816425,37816452,31784625,31784652,31784265,31786425,31786452,31748625,31748652,[31748265],73184625,73184652,73184265,73186425,73186452,73148625,73148652,[73148265],[73814625],[73814652],[73814265],[73816425],[73816452]
37185624,37185642,[37185264],37186524,37186542,37158624,37158642,[37158264],37815624,37815642,[37815264],37816524,37816542,31785624,31785642,[31785264],31786524,31786542,31758624,31758642,[31758264],73185624,73185642,[73185264],73186524,73186542,73158624,73158642,[73158264],[73815624],[73815642],[73815264],[73816524],[73816542]
37241658,37241685,37241568,[37246158],[37246185],37214658,37214685,37214568,37421658,37421685,37421568,[37426158],[37426185],32741658,32741685,32741568,[32746158],[32746185],[32714658],[32714685],[32714568],73241658,73241685,73241568,[73246158],[73246185],73214658,73214685,73214568,73421658,73421685,73421568,[73426158],[73426185]
